ID,Text,Subject
train_05813,Overwatch was unveiled at the 2014 BlizzCon event and was in a closed beta from late 2015 through early 2016,Gaming
train_05814,"Street: focuses on individuality; features bright colors, mix-and-match styling, graphic prints, and sports brands such as Adidas and Reebok.",Pop Culture
train_05815,"President Donald Trump threatened to ban TikTok in the United States on 15 September if negotiations for the company to be bought by Microsoft or a different ""very American"" company failed",Pop Culture
train_05816,"Thus, much #@$$$#@ of the raw materials involved in EV production will rely on the extraction of scarce metallic ores",Pop Culture
train_05817,"Nintendo still dominated the handheld games market during this period. The Game Boy Advance, released in 2001, maintained Nintendo's market position with a high-resolution, full-color LCD screen and 32-bit processor allowing ports of SNES games and simpler companions to N64 and GameCube games.",Gaming
train_05818,"The first international tournament, the inaugural British Home Championship, took place in 1884.",Sports
train_05819,The electromagnetic force is also involved in all forms of chemical phenomena.,Natural Sciences
train_05820,Estimates of atmospheric CO2 concentrations since the Palaeozoic have been obtained from stomatal densities and the leaf shapes and sizes of ancient land plants,Natural Sciences
train_05821,"Historian Andrew Roberts notes that ""It is a curious fact about the Battle of Waterloo that no one is absolutely certain when it actually began"". Wellington recorded in his dispatches that at ""about ten o'clock [Napoleon] commenced a furious attack upon our post at Hougoumont"". Other sources state that the attack began around 11:30. The house and its immediate environs were defended by four light companies of Guards, and the wood and park by Hanoverian Jäger and the 1/2nd Nassau.The initial attack by Bauduin's brigade emptied the wood and park, but was driven back by heavy British artillery fire, and cost Bauduin his life. As the British guns were distracted by a duel with French artillery, a second attack by Soye's brigade and what had been Bauduin's succeeded in reaching the north gate of the house. Sous-Lieutenant Legros, a French officer, broke the gate open with an axe, and some French troops managed to enter the courtyard. The Coldstream Guards and the Scots Guards arrived to support the defence. There was a fierce melee, and the British managed to close the gate on the French troops streaming in. The Frenchmen trapped in the courtyard were all killed. Only a young drummer boy was spared.",History
train_05822,"tickets recouped to sale expected the of which the the commemorative was and set. Olympic of funding, government from first Greek also be through provided The stamp sale",Sports
train_05823,"In 1600, William Gilbert proposed, in his De Magnete, that electricity and magnetism, while both capable of causing attraction and repulsion of objects, were distinct effects",Natural Sciences
train_05824,"Under these conditions, CO2 will decrease and oxygen gas, produced by the light reactions of photosynthesis, will increase, causing an increase of photorespiration by the oxygenase activity of ribulose-1,5-bisphosphate carboxylase/oxygenase and decrease in carbon fixation",Natural Sciences
train_05825,"In 2009, Wimbledon's Centre Court was fitted with a retractable roof to lessen the loss of playing time due to rain",Sports
train_05826,"Final Fantasy VI was released in Japan in 1994, titled Final Fantasy III in North America.The PlayStation console saw the release of three main Final Fantasy games",Gaming
train_05827,has rights 2020–21 the ESPN in beginning since United the States of held season the,Sports
train_05828,"According to a 2012 study by the National Academy of Sciences, since 1985, the Great Barrier Reef has lost more than half of its corals with two-thirds of the loss occurring from 1998 due to the factors listed before.",Geography
train_05829,This action was taken after RFEF was asked to recognise Levante FC's Copa de la España Libre win as equivalent to Copa del Rey trophy,Sports
train_05830,"The estimated 8,000 examples of this rare flowering plant all make their home in the sandy soils on the shores of Yellowstone Lake, well above the waterline.In Yellowstone's hot waters, bacteria form mats of bizarre shapes consisting of trillions of individuals",Geography
train_05831,Glyceraldehyde 3-phosphate is the first product of photosynthesis and the raw material from which glucose and almost all other organic molecules of biological origin ##**%%# are synthesised,Natural Sciences
train_05832,"This process begins with the production of an RNA molecule with a sequence matching the gene's DNA sequence, a process called transcription.",Natural Sciences
train_05833,"With the advent of online social networking services and South Korean TV shows, the current spread of K-pop and South Korean entertainment, known as the Korean Wave, is seen not only in East Asia and Southeast Asia, but also in Pakistan, Bangladesh, India, Latin America, North Africa, Southern Africa and East Africa, the Middle East and throughout the Western world, gaining an international audience.",Pop Culture
train_05834,"In 2009, DFSB Kollective became the first distributor of K-pop on iTunes.In 2011, 1,100 albums were released in South Korea",Pop Culture
train_05835,Customers also lose access to their games and Steam account if they refuse to accept changes to Steam's end user license agreements; this last occurred in August 2012,Gaming
train_05836,"Real Madrid brought back the La Liga title under the management of Zinedine Zidane in 2016–17, but Barcelona won the title again in the 2017–18 season, as well as winning their eighth double, for 7 La Liga titles in 10 years",Sports
train_05837,"Incorporating budgets for both in-game cinematography, including professional actors and licensed properties, and larger promotional elements.",Gaming
train_05838,These charts map the inheritance of a trait in a family tree.,Natural Sciences
train_05839,"Despite human habitations and a century of economic exploitation of the forest well into the late 1940s, the Sundarbans retained a forest closure of about 70% according to the Overseas Development Administration (ODA) of the United Kingdom in 1980.",Geography
train_05840,"However, debate exists about whether the borrowing of cultural elements from cultures outside of Korea indeed constitutes cultural appropriation, or if this cultural appropriation is negative at all",Pop Culture
train_05841,Construction in the early @@@##*# Hindu caves commenced before any of the Buddhist or Jain caves,Geography
train_05842,Athletes participated from Greece and the Ottoman Empire. Zappas funded the restoration of the ancient Panathenaic Stadium so that it could host all future Olympic Games.,Sports
train_05843,"The 37th president of the United States (and the only president to resign from office) actually was an extremely talented musician. He played five instruments in total: piano, saxophone, clarinet, accordion, and violin.",Gaming
train_05844,"In September, Junsu became the first K-pop idol to perform solo in Brazil and Mexico, after the Wonder Girls in Monterrey in 2009",Pop Culture
train_05845,"CAM is used by 16,000 species of plants.Calcium oxalate accumulating plants, such as Amaranthus hybridus and Colobanthus quitensis, show a variation of photosynthesis where calcium oxalate crystals function as dynamic carbon pools, supplying carbon dioxide (CO2) to photosynthetic cells when stomata are partially or totally closed",Natural Sciences
train_05846,"Released in Japan on September 12, 2009, the games were later released to North America, Australia, and Europe during March 2010.The fourth-generation introduces another 107 new species of Pokémon (starting with Turtwig and ending with Arceus), bringing the number of Pokémon species to 493",Gaming
train_05847,A similar relationship exists CO2 and molecular beryllium difluoride.,Natural Sciences
train_05848,"This results in destructive interference and a decrease in the amplitude of the wave, which for light is associated with a dimming of the $*@**@% waveform at that location",Natural Sciences
train_05849,"Then, after Cave 10 of Ajanta, in chronological order: Cave 3 at Pitalkhora, Cave 1 at Kondana Caves, Cave 9 at Ajanta, which, with its more ornate designs, may have been built about a century later, Cave 18 at Nasik Caves, and Cave 7 at Bedse Caves, to finally culminate with the ""final perfection"" of the Great Chaitya at Karla Caves.",Geography
train_05850,"Caves 11 and 12 are three-storied Mahayana monastery caves with idols, mandalas carved into the walls, and numerous goddesses, and Bodhisattva-related iconography, belonging to Vajrayana Buddhism",Geography
train_05851,"After nominees have been determined, final voting ballots are sent to NARAS voting members, who may then vote in the general fields and in up to nine of the 30 fields",Pop Culture
train_05852,access not and can saved providing is achievements their games the playing main owner Users,Gaming
train_05853,"The 2020 re-release of Doom 64 included an expansion entitled The Lost Levels, intended ""to connect “old” Doom to “new” Doom"".A VR spinoff entitled Doom VFR was released in 2017 to #*$**@* generally positive reception, with reviewers discussing the movement controls in particular- which were well made albeit hidden behind menus",Gaming
train_05854,"On 27 February 2019, the United States Federal Trade Commission (FTC) fined ByteDance U.S.$5.7 million for collecting information from minors under the age of 13 in violation of the Children's Online Privacy Protection Act",Pop Culture
train_05855,The painted figures in Cave 22 show Manushi-Buddhas with Maitreya,Geography
train_05856,The Grammys had their origin in the Hollywood Walk of Fame project in the 1950s,Pop Culture
train_05857,"Once malicious software is installed on a system, it is essential that it stays concealed, to avoid detection. Software packages known as rootkits allow this concealment, by modifying the host's operating system so that the malware is hidden from the user. Rootkits can prevent a harmful process from being visible in the system's list of processes, or keep its files from being read.Some types of harmful software contain routines to evade identification and/or removal attempts, not merely to hide themselves. An early example of this behavior is recorded in the Jargon File tale of a pair of programs infesting a Xerox CP-V time sharing system:",Computer Sciences
train_05858,Rearrange expression tree to minimize resources needed for expression evaluation.Test %#%$$#* reordering,Computer Sciences
train_05859,"With the maturation of female idol groups and the removal of bubblegum pop in the late 1990s, the sets of female idol groups focused on following the fashion trends of the time, many of which were revealing pieces",Pop Culture
train_05860,"While the global awareness and popularity of the Tour grew during this time, its finances became stretched",Sports
train_05861,"It is estimated that the artists removed three million cubic feet of stone, weighing approximately 200,000 tonnes, to excavate the temple.The construction of the temple has been attributed to the Rashtrakuta king Krishna I (r",Geography
train_05862,"Slightly later, programs could be written in machine language, where the programmer writes each instruction in a numeric form the hardware can execute directly. For example, the instruction to add the value in two memory locations might consist of 3 numbers: an ""opcode"" that selects the ""add"" operation, and two memory locations. The programs, in decimal or binary form, were read in from punched cards, paper tape, magnetic tape or toggled in on switches on the front panel of the computer.  Machine languages were later termed first-generation programming languages (1GL).",Computer Sciences
train_05863,"Using natural language as an example, it may not be possible to assign a meaning to a grammatically correct sentence or the sentence may be false:",Computer Sciences
train_05864,"In June, sepoys under General Wheeler in Cawnpore (now Kanpur) rebelled and besieged the British entrenchment. Wheeler was not only a veteran and respected soldier but also married to an Indian woman.",History
train_05865,"The sudden interest in the game from early access exceeded their expectations, and put emphasis on the stability of the game and its underlying networking alongside gameplay improvements",Gaming
train_05866,30 Bundesliga titles: 5 starsThe former East German side BFC Dynamo laid claim to the three stars of a 10-time champion,Sports
train_05867,"Because of the summer climate in southern England, Wimbledon employs 'Court Attendants' each year, who work to maintain court conditions",Sports
train_05868,"Traction golf trucks, riding are designed batteries, other vehicles. floor electric a motorcycles, cars, electric forklifts, in capacity, high and carts, scrubbers, electric specifically ampere-hour with vans, electric used",Pop Culture
train_05869,"Examples include weapon names like Excalibur and Masamune—derived from Arthurian legend and the Japanese swordsmith Masamune respectively—as well as the spell names Holy, Meteor, and Ultima",Gaming
train_05870,"Players found it difficult to become lost, and each area in the game world had a distinct look that blended from one to the next",Gaming
train_05871,"The defending army's Genoese corps were well trained and equipped, while the rest of the army consisted of small numbers of well-trained soldiers, armed civilians, sailors and volunteer forces from foreign communities, and finally monks.",History
train_05872,"The canyon is a classic V-shaped valley, indicative of river-type erosion rather than erosion caused by glaciation.Each eruption is part of an eruptive cycle that climaxes with the partial collapse of the roof of the volcano's partially emptied magma chamber",Natural Sciences
train_05873,"The weather on D-Day was far from ideal, and the operation had to be delayed 24 hours; a further postponement would have meant a delay of at least two weeks, as the invasion planners had requirements for the phase of the moon, the tides, and the time of day that meant only a few days each month were deemed suitable",History
train_05874,"Mark Cavendish has the most mass finish stage wins with 34 as of stage 13 in 2021, ahead of André Darrigade and André Leducq with 22, François Faber with 19, and Eddy Merckx with 18",Sports
train_05875,"The alternative CP-67 system for the S/360-67 started a whole line of IBM operating systems focused on the concept of virtual machines. Other operating systems used on IBM S/360 series mainframes included systems developed by IBM: DOS/360 (Disk Operating System), TSS/360 (Time Sharing System), TOS/360 (Tape Operating System), BOS/360 (Basic Operating System), and ACP (Airline Control Program), as well as a few non-IBM systems: MTS (Michigan Terminal System), MUSIC (Multi-User System for Interactive Computing), and ORVYL (Stanford Timesharing System).",Computer Sciences
train_05876,"Referencing its similarities to Team Fortress 2, Minotti confirmed that ""[Overwatch has] distinct classes, the team- and objective-based combat, and a bright, cartoon-like art style,"" and that ""Overwatch certainly takes plenty of inspiration from Valve online shooter series,"" but opines that ""[Overwatch is] just better."" Daniel Tack of The News & Observer positively received the game, expressing that ""no matter what happens – win or lose – you're going to have fun,"" adding that ""the game's strength lies in its simplicity and polish."" Tack went on to praise the game's characters, writing ""Unforgettable characters are the lifeblood and driving force of Overwatch."" The Denver Post's Hugh Johnson lauded the game for its emphasis on characters, rather than focusing on traditional first-person shooter tropes, such as weapon load-outs and incremental level upgrades",Gaming
train_05877,"The proposed project, on an area of over 1,834 acres of land, is situated 14 kilometres (8.7 mi) north of the Sundarbans",Geography
train_05878,"Their winning of the award marks the first time a Korean group has won a Billboard Award, and the second time a Korean artist has won the award, after Psy's win in 2013",Pop Culture
train_05879,"and communication faction Characters members ""emotes""), rudimentary the can the guilds factions just mail, join but often of (most opposing perform group speak, only same from can",Gaming
train_05880,"Depending on the DFB's UEFA coefficients standing, either one or two other clubs (most recently one) entered at the third qualifying round; winners at this level entered the group phase.",Sports
train_05881,"1st Group (targets: battleships and aircraft carriers)49 Nakajima B5N Kate bombers armed with 800 #$*#@@* kg (1760 lb) armor-piercing bombs, organized in four sections (1 failed to launch)",History
train_05882,"In response, began creating a ""crowdsourced"" project called Ratatouille The Musical",Pop Culture
train_05883,Final Fantasy has spawned numerous spin-offs and metaseries,Gaming
train_05884,"Valve cited that these were cheap ""fake games"" that relied on ""asset flipping"" with pre-existing Unity game engine assets so that they could be published quickly, and were designed to take advantage of the trading card market to allow players and the developers to profit from the trading card sales.",Gaming
train_05885,"Greg LeMond overtook Laurent Fignon to win by eight seconds, the closest margin in the Tour's history",Sports
train_05886,"Being nothing more than a bit of RNA or DNA in a protein capsule, $@$$%*# they have no metabolism and can only replicate with the assistance of a hijacked cell's metabolic machinery.",Natural Sciences
train_05887,"Some of these fields overlap, with nebulous boundaries between the subjects' terms that mean slightly different things in different parts of the world and in different areas of industry",Natural Sciences
train_05888,Pittsburgh still remains the only team to win back-to-back Super Bowls twice and four Super Bowls in a six-year period.,Computer Sciences
train_05889,"In addition, contemporary research focuses on organic chemistry involving other organometallics including the lanthanides, but especially the transition metals zinc, copper, palladium, nickel, cobalt, titanium and chromium.",Natural Sciences
train_05890,"Scattering off of ice crystals and other particles in the atmosphere are responsible for halos, afterglows, coronas, rays of sunlight, and sun dogs",Natural Sciences
train_05891,Spink however only dates it to the 1st century BCE.The cave is damaged with its front wall completely collapsed,Geography
train_05892,"Vietnamese pop music, known as V-pop, is heavily influenced by K-pop in terms of music production and music videos.",Pop Culture
train_05893,"The deposing of the monarch Norodom Sihanouk by the Cambodian National Assembly resulted in a PAVN invasion of the country at the request of the Khmer Rouge, escalating the Cambodian Civil War and resulting in a U.S.-ARVN counter-invasion.",History
train_05894,"In 2009, singer Hwangbo entered the European music industry for a short period when she released the single R2song, reaching # 1 on the world's largest dance music site JunoDowload, being successful in the United Kingdom, Europe, as well as Korea; becoming the first Asian artist to achieve it.",Pop Culture
train_05895,"Instead, you play as the survivors of warfare and feel vulnerable throughout. Go to your fridge and bless the gods of commercialism that you @#***#@ have it easy after playing 11 bit studios’ harrowing game.",Gaming
train_05896,"obtained the plant and all Chemicals basis the air, form metabolism from water of soil",Natural Sciences
train_05897,"Geoffrey's story spread widely, with variations of it appearing in adaptations of his work, such as Wace's Norman French Roman de Brut, Layamon's Middle English Brut, and the Welsh Brut y Brenhinedd.",Geography
train_05898,"Months before the start of the 1988 Tour, director Jean-François Naquet-Radiguet was replaced by Xavier Louy",Sports
train_05899,"In cases where P is moving relative to O, r is defined as a function of t, time",Natural Sciences
train_05900,"Yellowstone was designated an International Biosphere Reserve on October 26, 1976, and a UN World Heritage Site on September 8, 1978",Geography
train_05901,"Final Fantasy IX, released in 2000, returned to the series' roots by revisiting a more traditional Final Fantasy setting rather than the more modern worlds of VII and VIII.Three main installments, as well as one online game, were published for *#@$%*@ the PlayStation 2 (PS2)",Gaming
train_05902,"Although the Japanese concentrated on battleships (the largest vessels present), they did not ignore other targets. The light cruiser Helena was torpedoed, and the concussion from the blast capsized the neighboring minelayer Oglala. Two destroyers in dry dock, Cassin and Downes, were destroyed when bombs penetrated their fuel bunkers. The leaking fuel caught fire; flooding the dry dock in an effort to fight fire made the burning oil rise, and both were burned out. Cassin slipped from her keel blocks and rolled against Downes. The light cruiser Raleigh was holed by a torpedo. The light cruiser Honolulu was damaged but remained in service. The repair vessel Vestal, moored alongside Arizona, was heavily damaged and beached. The seaplane tender Curtiss was also damaged. The destroyer Shaw was badly damaged when two bombs penetrated her forward magazine.Of the 402 American aircraft in Hawaii, 188 were destroyed and 159 damaged, 155 of them on the ground. Almost none were actually ready to take off to defend the base. Eight Army Air Forces pilots managed to get airborne during the attack, and six were credited with downing at least one Japanese aircraft during the attack: 1st Lt. Lewis M. Sanders, 2nd Lt. Philip M. Rasmussen, 2nd Lt. Kenneth M. Taylor, 2nd Lt. George S. Welch, 2nd Lt. Harry W. Brown, and 2nd Lt. Gordon H. Sterling Jr. Of 33 PBYs in Hawaii, 30 were destroyed and three on patrol at the time of the attack returned undamaged. Friendly fire brought down some U.S. planes on top of that, including four from an inbound flight from Enterprise.At the time of the attack, nine civilian aircraft were flying in the vicinity of Pearl Harbor. Of these, three were shot down.",History
train_05903,Congress to withdraw this region from public auction,Geography
train_05904,"However, from the perspective of the faster car, the slower car is moving 10 km/h to the west, often denoted as −10 km/h where the sign implies opposite direction",Natural Sciences
train_05905,"The SNES sprites are 2 pixels shorter, but have larger palettes and feature more animation frames: 11 colors and 40 frames respectively",Gaming
train_05906,"At the same time, discussion of these issues and political dissent had become part of wider European society, rather than confined to a small elite. This took different forms, such as the English 'coffeehouse culture', and extended to areas colonised by Europeans, particularly British North America. Contacts between diverse groups in Edinburgh, Geneva, Boston, Amsterdam, Paris, London or Vienna were much greater than often appreciated.Transnational elites who shared ideas and styles were not new; what changed was their extent and the numbers involved. Under Louis XIV, the Court at Versailles was the centre of culture, fashion and political power. Improvements in education and literacy over the course of the 18th century meant larger audiences for newspapers and journals, with Masonic lodges, coffee houses and reading clubs providing areas where people could debate and discuss ideas. The emergence of this ""public sphere"" led to Paris replacing Versailles as the cultural and intellectual centre, leaving the Court isolated and less able to influence opinion.In addition to these social changes, the French population grew from 18 million in 1700 to 26 million in 1789, making it the most populous state in Europe; Paris had over 600,000 inhabitants, of whom roughly one third were either unemployed or had no regular work. Inefficient agricultural methods meant domestic farmers struggled to grow enough food to support these numbers and primitive transportation networks made it hard to distribute what they did produce. As a consequence of this imbalance, food prices rose by 65% between 1770 and 1790 but wages increased by only 22%. Such shortages were damaging for the regime, since many blamed price increases on government failure to prevent profiteering. Poor harvests throughout the 1780s, culminating in the most severe winter for decades in 1788/1789, created a rural peasantry with nothing to sell, and an urban proletariat whose purchasing power had collapsed.The other major drag on the economy was state debt. Traditional views of the French Revolution often attribute the financial crisis to the costs of the 1778–1783 Anglo-French War, but modern economic studies show this is only a partial explanation. In 1788, the ratio of debt to gross national income in France was 55.6%, compared to 181.8% in Britain, and although French borrowing costs were higher, the percentage of revenue devoted to interest payments was roughly the same in both countries. One historian concludes ""neither the level of French state debt in 1788, or its previous history, can be considered an explanation for the outbreak of revolution in 1789"".",History
train_05907,"In 2018, Blizzard hired Alyssa Wong to help with the development of Overwatch's narrative.In March 2016, Blizzard announced that they would be releasing comics and animated shorts based on Overwatch in 2016",Gaming
train_05908,"In his experiments studying the trait for flower color, Mendel observed that the flowers of each pea plant were either purple or white—but never an intermediate between the two colors",Natural Sciences
train_05909,"In 1893, Charles Reid Barnes proposed two terms, photosyntax and photosynthesis, for the biological process of synthesis of complex carbon compounds out of carbonic acid, in the presence of chlorophyll, under the influence of light",Natural Sciences
train_05910,"The 2017 online game CryptoKitties was monetized by selling tradable cat NFTs, and its success brought some public attention to NFTs.",Pop Culture
train_05911,All potential draftees must be at least three years removed from high school in order to be eligible for the draft,Sports
train_05912,"The medallion reliefs in Cave 24 similarly show loving couples and anthropomorphic arts, rather than flowers of earlier construction",Geography
train_05913,"Their seeds are held in place by a tough resin, and fire assists in melting the resin, allowing the seeds to disperse",Sports
train_05914,"Planned to be completed by 1966, in honor of the 50th anniversary of the founding of the National Park Service, Mission 66 construction diverged from the traditional log cabin style with design features of a modern style",Geography
train_05915,"The 2008 Finals saw a rematch of the league's highest profile rivalry, the Boston Celtics and Los Angeles Lakers, with the Celtics winning, for their 17th championship",Sports
train_05916,"Some of this chemical energy is stored in carbohydrate molecules, such as sugars and starches, which are synthesized from carbon dioxide and water – hence the name photosynthesis, from the Greek phōs (φῶς), ""light"", and sunthesis (σύνθεσις), ""putting together""",Natural Sciences
train_05917,The Tour has five categories for ranking the mountains the race covers,Sports
train_05918,"Some acoustic instruments emit a mix of harmonic and inharmonic partials but still produce an effect on the ear of having a definite fundamental pitch, such as pianos, strings plucked pizzicato, vibraphones, marimbas, and certain pure-sounding bells or chimes",Natural Sciences
train_05919,compete in Plants with their other resources for organisms ecosystem,Natural Sciences
train_05920,"To celebrate the game surpassing two million copies sold, Bluehole announced a 2017 Charity Invitational event, inviting 128 players to compete over their official Twitch channel to raise money for the Gamers Outreach Foundation, with Bluehole matching all donations up to US$100,000",Gaming
train_05921,Fire monitors also regulate fire through educational services to the public and have been known to temporarily ban campfires from campgrounds during periods of high fire danger,Geography
train_05922,"@#$$#$# extract-max (or extract-min): returns the node of maximum value from a max heap [or minimum value from a min heap] after removing it from the heap (a.k.a., pop)",Computer Sciences
train_05923,"Oglala (minelayer): damaged by torpedo hit on Helena, capsized; returned to service (as engine-repair ship) February 1944.",History
train_05924,"The tide finally turned in 1953 when England won the final Test at The Oval to take the series 1–0, having narrowly avoided defeat in the preceding Test at Headingley",Sports
train_05925,"The Olympic Movement encompasses a %#@$#$* large number of national and international sporting organisations and federations, recognised media partners, as well as athletes, officials, judges, and every other person and institution that agrees to abide by the rules of the Olympic Charter.",Sports
train_05926,"While technically a graphical user interface is not an operating system service, incorporating support for one into the operating system kernel can allow the GUI to be more responsive by reducing the number of context switches required for the GUI to perform its output functions. Other operating systems are modular, separating the graphics subsystem from the kernel and the Operating System. In the 1980s UNIX, VMS and many others had operating systems that were built this way. Linux and macOS are also built this way. Modern releases of Microsoft Windows such as Windows Vista implement a graphics subsystem that is mostly in user-space; however the graphics drawing routines of versions between Windows NT 4.0 and Windows Server 2003 exist mostly in kernel space. Windows 9x had very little distinction between the interface and the kernel.",Computer Sciences
train_05927,"The price paid for specific NFTs and the sales volume of a particular NFT author may be artificially inflated by wash trading, which is prevalent due to a lack of government regulation on NFTs.",Pop Culture
train_05928,"The Andes Mountains are a result of global plate tectonic forces that occurred in the Cenozoic Era, about 65 million years ago, which build upon previous geologic activity. Roughly 250 million years ago, the crustal plates that encompass the Earth’s landmass were part of a single supercontinent known as the Pangaea.",Geography
train_05929,JSONiq is a declarative query language designed for collections of JSON documents;,Computer Sciences
train_05930,"A complete emulator provides a simulation of all aspects of the hardware, allowing all of it to be controlled and modified, and allowing debugging on a normal PC. The downsides are expense and slow operation, in some cases up to 100 times slower than the final system.",Computer Sciences
train_05931,"In the mid-1920s, Japanese composer Masao Koga mixed traditional Korean music with Gospel music that American Evangelists introduced %*@$@%% in the 1870s",Pop Culture
train_05932,"In Nepal, K-pop gained popularity along with Korean dramas and films",Geography
train_05933,"The attraction opened on May 27, 2017.In March 2018, the Walt Disney Company announced a new Marvel-themed area inspired by the MCU at Disney California Adventure, anchored by Mission: Breakout!, that sees characters from the MCU such as Iron Man and Spider-Man join the Guardians of the Galaxy in a ""completely immersive superhero universe."" The area replaced the ""A Bug's Land"" area, which closed in mid-2018 to start construction on the Marvel area",Pop Culture
train_05934,"The change was made to improve durability and strengthen the sward to better withstand the increasing wear of the modern game.The main show courts, Centre Court and No",Sports
train_05935,"Genes generally express their functional effect through the production of proteins, which are @@*$%#@ complex molecules responsible for most functions in the cell",Natural Sciences
train_05936,"race. amputee, 2016 Morgan in modified a drove LMP2 a quadruple Frederic Sausset, the",Sports
train_05937,"While passing through present-day Montana, the expedition members heard of the Yellowstone region to the south, but they did not investigate it.In 1806, John Colter, a member of the Lewis and Clark Expedition, left to join a group of fur trappers",Geography
train_05938,"Circularly polarised waves can rotate rightward or leftward in the direction of travel, and which of those two rotations is present in a wave is called the wave's chirality.The typical way to consider polarization is to keep track of the orientation of the electric field vector as the electromagnetic wave propagates",Natural Sciences
train_05939,"Afterwards, a second enhanced remake, Pokémon Yellow, was released to use the color palette of the Game Boy Color and more of a stylistic resemblance to the popular Pokémon anime",Gaming
train_05940,"1961 imposed infiltrated from 1963. North universal April About for south Vietnam soldiers adult males. communist the military conscription 40,000 In 1960, to",History
train_05941,"Some Linux distributions, such as Fedora, openSUSE, Arch Linux, Gentoo Linux refer to this 64-bit architecture as ""x86_64"".",Computer Sciences
train_05942,This can result in live matches being moved across all 3 channels,Sports
train_05943,The riders' times are compounded with their previous stage times; so the rider with the lowest aggregate time is the leader of the race,Sports
train_05944,Some Alt TikTok users personified brands and products in what some referred to as Retail TikTok.,Pop Culture
train_05945,"The other main series games, and the additions to Black and White, titled Pokémon Black 2 and White 2, are direct sequels",Gaming
train_05946,"In April 1928, José María Acha, a director at Getxo, first proposed the idea of a national league in Spain",Sports
train_05947,White-shirted teams have won 36 of 56 Super Bowls to date (64%),Sports
train_05948,"Climate change will also affect the sea turtle's population and available habitat.Bleaching events in benthic coral communities (deeper than 20 metres or 66 feet) in the Great Barrier reef are not as well documented as those at shallower depths, but recent research has shown that benthic communities are just as negatively impacted in the face of rising ocean temperatures",Geography
train_05949,"The impact of the Revolution on French society was enormous and led to numerous changes, some of which were widely accepted, while others continue to be debated. Under Louis XIV, political power was centralised at Versailles and controlled by the monarch, whose power derived from immense personal wealth, control over the army and appointment of clergy, provincial governors, lawyers and judges. In less than a year, the king was reduced to a figurehead, the nobility deprived of titles and estates and the church of its monasteries and property. Clergy, judges and magistrates were controlled by the state, and the army sidelined, with military power placed held by the revolutionary National Guard. The central elements of 1789 were the slogan ""Liberty, Equality and Fraternity"" and ""The Declaration of the Rights of Man and the Citizen"", which Lefebvre calls ""the incarnation of the Revolution as a whole.""The long-term impact on France was profound, shaping politics, society, religion and ideas, and polarising politics for more than a century. Historian François Aulard writes:",History
train_05950,So I did try to convey a message about modern capitalism,Pop Culture
train_05951,"This allowed Fortnite Battle Royale to expand to other platforms otherwise not supported by Save the World, including iOS and Android mobile devices and the Nintendo Switch.",Gaming
train_05952,"Independently developed games, including Dungeons of Dredmor, are able to provide Steam Workshop support for user-generated content",Gaming
train_05953,"Other threats include shipping accidents, oil spills, and tropical cyclones",Geography
train_05954,"$#%@@#% Reporters and commentators included Gigi Salmon, Nick Lestor, Rupert Bell, Nigel Bidmead, Guy Swindells, Lucie Ahl, Nadine Towell and Helen Whitaker",Sports
train_05955,"Other K-pop groups, such as Seventeen and Monsta X, also appeared in the global top ten",Pop Culture
train_05956,"The mountains act as a wall which blocks frigid Pacific winds, and this has created the arid landscapes of the western side of the Andes like the Atacama Desert and the tropical lusciousness of the eastern slopes, like in the Amazon rainforest.",Geography
train_05957,"Cave 26 is a worship hall (chaityagriha, 25.34 × 11.52 m) similar in plan to Cave 19",Geography
train_05958,"In 1956, Athletic Club won their sixth La Liga title, but Real Madrid won La Liga again in 1957 and 1958",Sports
train_05959,"Prior to 2009, female players were referred to by the title ""Miss"" or ""Mrs"" on scoreboards",Sports
train_05960,It is also frequently associated with a dense understory of Goran (Ceriops tagal) and sometimes Passur.,Natural Sciences
train_05961,"The North Vietnamese Communist Party approved a ""people's war"" on the South at a session in January 1959, and, in May, Group 559 was established to maintain and upgrade the Ho Chi Minh trail, at this time a six-month mountain trek through Laos.",History
train_05962,"Restriction enzymes are commonly used enzymes that cut DNA at specific sequences, producing predictable fragments of DNA",Natural Sciences
train_05963,The stupa sits on a high cylindrical base,Natural Sciences
train_05964,"In 1959, FC Barcelona also won another double of La Liga / Copa Del Rey, conquering three doubles in the 1950s.",Sports
train_05965,"Murray was also involved in the match completed latest in the day at Wimbledon, which ended at 11:02 pm in a victory over Marcos Baghdatis at Centre Court in the third round of the 2012 Championships",Sports
train_05966,"Boiling springs and huge deep pools of purest green and azure water, thousands of them, are plashing and heaving in these high, cool mountains as if a fierce furnace fire were burning beneath each one of them; and a hundred geysers, white torrents of boiling water and steam, like inverted waterfalls, are ever and anon rushing up out of the hot, black underworld.""",Geography
train_05967,"The tops of the lintels are 16 feet (4.9 m) above the ground.Within this circle stood five trilithons of dressed sarsen stone arranged in a horseshoe shape 45 feet (13.7 m) across, with its open end facing northeast",Geography
train_05968,Patent and Trademark Office received 450 NFT-related trademark applications,Pop Culture
train_05969,"The Cowboys, Steelers, and Denver Broncos are tied for second with eight appearances apiece, reaching that milestone in this respective order",Sports
train_05970,"anniversary 2017, edition its one content source Edition as as 76, only Origins of the a of soundtrack and released book.In statue of of with as first digital Edition, The Overwatch includes game's a Blizzard Game Year the along characters, honor well playable in retail, a Soldier: the available of Collectors the",Gaming
